timestamp;charging;in_charger;level
2026-01-28T14:07:17.900Z;False;False;58
2026-01-28T15:07:17.700Z;False;False;58
2026-01-28T15:37:17.600Z;False;False;57
2026-01-28T16:37:17.500Z;False;False;57
2026-01-28T17:37:17.000Z;False;False;57
2026-01-28T18:37:18.100Z;False;False;57
2026-01-28T19:27:18.300Z;False;False;56
2026-01-28T20:27:18.500Z;False;False;56
2026-01-28T20:37:18.600Z;False;False;57
2026-01-28T21:17:18.300Z;False;False;56
2026-01-28T22:17:18.100Z;False;False;56
2026-01-28T23:17:18.100Z;False;False;56
2026-01-29T00:17:18.100Z;False;False;56
2026-01-29T00:37:18.200Z;False;False;55
2026-01-29T01:37:18.100Z;False;False;55
2026-01-29T02:37:18.100Z;False;False;55
2026-01-29T03:37:18.100Z;False;False;55
2026-01-29T03:47:18.200Z;False;False;54
2026-01-29T04:47:18.100Z;False;False;54
2026-01-29T05:47:18.100Z;False;False;54
2026-01-29T06:37:17.700Z;False;False;53
2026-01-29T07:47:17.300Z;False;False;52
2026-01-29T08:47:16.600Z;False;False;52
2026-01-29T09:47:16.900Z;False;False;52
2026-01-29T10:47:17.200Z;False;False;52
2026-01-29T11:47:17.400Z;False;False;52
2026-01-29T12:07:17.800Z;False;False;51
2026-01-29T13:07:17.800Z;False;False;51
2026-01-29T14:07:18.400Z;False;False;51
2026-01-29T14:27:17.100Z;False;False;50
2026-01-29T15:27:17.400Z;False;False;50
2026-01-29T15:47:16.700Z;False;False;49
2026-01-29T16:47:17.400Z;False;False;49
2026-01-29T17:47:18.100Z;False;False;49
2026-01-29T18:37:16.700Z;False;False;48
2026-01-29T18:47:17.300Z;False;False;49
2026-01-29T19:47:17.200Z;False;False;49
2026-01-29T20:47:17.700Z;False;False;49
2026-01-29T21:47:18.200Z;False;False;49
2026-01-29T22:47:17.600Z;False;False;49
2026-01-29T23:47:17.700Z;False;False;48
2026-01-30T00:47:18.200Z;False;False;48
2026-01-30T01:27:17.700Z;False;False;47
2026-01-30T02:27:17.600Z;False;False;47
2026-01-30T03:27:17.600Z;False;False;47
2026-01-30T04:27:17.600Z;False;False;47
2026-01-30T04:47:17.700Z;False;False;46
2026-01-30T05:47:17.600Z;False;False;46
2026-01-30T06:47:16.400Z;False;False;46
2026-01-30T07:17:18.200Z;False;False;45
2026-01-30T08:17:16.900Z;False;False;45
2026-01-30T08:27:17.500Z;False;False;44
2026-01-30T09:27:17.800Z;False;False;44
2026-01-30T10:27:17.300Z;False;False;44
2026-01-30T11:27:15.500Z;False;False;44
2026-01-30T12:27:17.700Z;False;False;44
2026-01-30T13:27:17.100Z;False;False;44
2026-01-30T13:47:17.000Z;False;False;43
2026-01-30T14:47:17.100Z;False;False;43
2026-01-30T15:47:17.100Z;False;False;43
2026-01-30T16:47:17.900Z;False;False;43
2026-01-30T17:37:17.700Z;False;False;42
2026-01-30T18:37:17.100Z;False;False;42
2026-01-30T19:37:17.000Z;False;False;42
2026-01-30T20:37:17.100Z;False;False;42
2026-01-30T21:37:17.800Z;False;False;42
2026-01-30T22:37:17.300Z;False;False;42
2026-01-30T23:37:17.300Z;False;False;42
2026-01-31T00:07:17.400Z;False;False;41
2026-01-31T01:07:17.300Z;False;False;41
2026-01-31T02:07:17.300Z;False;False;41
2026-01-31T03:07:17.300Z;False;False;41
2026-01-31T03:37:17.400Z;False;False;40
2026-01-31T04:37:17.300Z;False;False;40
2026-01-31T05:37:17.300Z;False;False;40
2026-01-31T06:37:17.000Z;False;False;40
2026-01-31T07:27:17.800Z;False;False;39
2026-01-31T08:27:17.200Z;False;False;39
2026-01-31T08:57:17.900Z;False;False;38
2026-01-31T09:57:17.100Z;False;False;38
2026-01-31T10:57:17.200Z;False;False;38
2026-01-31T11:57:16.600Z;False;False;38
2026-01-31T12:57:17.000Z;False;False;38
2026-01-31T13:57:16.900Z;False;False;38
2026-01-31T14:17:18.300Z;False;False;37
2026-01-31T15:17:17.800Z;False;False;37
2026-01-31T16:17:17.200Z;False;False;37
2026-01-31T16:27:17.300Z;False;False;36
2026-01-31T17:27:16.700Z;False;False;36
2026-01-31T18:37:16.800Z;False;False;36
2026-01-31T19:37:17.400Z;False;False;36
2026-01-31T20:37:16.300Z;False;False;36
2026-01-31T21:37:17.000Z;False;False;36
2026-01-31T22:37:17.100Z;False;False;36
2026-01-31T23:17:16.900Z;False;False;35
2026-02-01T00:17:16.800Z;False;False;35
2026-02-01T01:17:16.800Z;False;False;35
2026-02-01T02:17:16.800Z;False;False;35
2026-02-01T02:27:16.900Z;False;False;34
2026-02-01T03:27:16.800Z;False;False;34
2026-02-01T04:27:16.800Z;False;False;34
2026-02-01T04:47:16.900Z;False;False;33
2026-02-01T05:47:17.100Z;False;False;33
2026-02-01T06:47:17.500Z;False;False;33
2026-02-01T07:07:17.600Z;False;False;32
