timestamp,steps,data source
2026-03-30T19:06:00Z,10,Charge 6
2026-03-30T19:07:00Z,17,Charge 6
2026-03-30T19:37:00Z,26,Charge 6
2026-03-30T19:38:00Z,23,Charge 6
2026-03-30T19:39:00Z,18,Charge 6
2026-03-30T19:40:00Z,4,Charge 6
2026-03-30T19:41:00Z,46,Charge 6
2026-03-30T19:42:00Z,19,Charge 6
2026-03-30T19:43:00Z,10,Charge 6
2026-03-30T19:44:00Z,20,Charge 6
2026-03-30T19:45:00Z,16,Charge 6
2026-03-30T19:46:00Z,101,Charge 6
2026-03-30T19:47:00Z,108,Charge 6
2026-03-30T19:48:00Z,93,Charge 6
2026-03-30T19:49:00Z,37,Charge 6
2026-03-30T20:13:00Z,7,Charge 6
2026-03-30T20:14:00Z,13,Charge 6
2026-03-30T20:15:00Z,100,Charge 6
2026-03-30T20:16:00Z,111,Charge 6
2026-03-30T20:17:00Z,85,Charge 6
2026-03-30T20:18:00Z,27,Charge 6
2026-03-30T20:21:00Z,4,Charge 6
2026-03-30T20:22:00Z,16,Charge 6
2026-03-30T20:50:00Z,4,Charge 6
2026-03-30T21:20:00Z,6,Charge 6
2026-03-31T00:01:00Z,14,Charge 6
2026-03-31T03:38:00Z,13,Charge 6
2026-03-31T03:41:00Z,33,Charge 6
2026-03-31T03:42:00Z,4,Charge 6
2026-03-31T04:05:00Z,7,Charge 6
2026-03-31T04:06:00Z,43,Charge 6
2026-03-31T04:07:00Z,58,Charge 6
2026-03-31T04:08:00Z,50,Charge 6
2026-03-31T04:09:00Z,52,Charge 6
2026-03-31T04:10:00Z,9,Charge 6
2026-03-31T04:11:00Z,62,Charge 6
2026-03-31T04:12:00Z,48,Charge 6
2026-03-31T04:13:00Z,44,Charge 6
2026-03-31T04:14:00Z,21,Charge 6
2026-03-31T04:16:00Z,11,Charge 6
2026-03-31T04:17:00Z,9,Charge 6
2026-03-31T04:18:00Z,40,Charge 6
2026-03-31T04:19:00Z,8,Charge 6
2026-03-31T04:21:00Z,9,Charge 6
2026-03-31T04:22:00Z,31,Charge 6
2026-03-31T04:23:00Z,22,Charge 6
2026-03-31T04:24:00Z,18,Charge 6
2026-03-31T04:25:00Z,20,Charge 6
2026-03-31T04:26:00Z,36,Charge 6
2026-03-31T04:27:00Z,19,Charge 6
2026-03-31T04:28:00Z,46,Charge 6
2026-03-31T04:30:00Z,8,Charge 6
2026-03-31T04:31:00Z,14,Charge 6
2026-03-31T04:32:00Z,34,Charge 6
2026-03-31T04:33:00Z,56,Charge 6
2026-03-31T04:34:00Z,30,Charge 6
2026-03-31T04:40:00Z,28,Charge 6
2026-03-31T04:41:00Z,34,Charge 6
2026-03-31T04:42:00Z,17,Charge 6
2026-03-31T04:43:00Z,33,Charge 6
2026-03-31T04:44:00Z,6,Charge 6
2026-03-31T04:45:00Z,46,Charge 6
2026-03-31T04:46:00Z,87,Charge 6
2026-03-31T04:47:00Z,107,Charge 6
2026-03-31T04:48:00Z,115,Charge 6
2026-03-31T04:49:00Z,111,Charge 6
2026-03-31T04:50:00Z,114,Charge 6
2026-03-31T04:51:00Z,121,Charge 6
2026-03-31T04:52:00Z,126,Charge 6
2026-03-31T04:53:00Z,122,Charge 6
2026-03-31T04:54:00Z,121,Charge 6
2026-03-31T04:55:00Z,114,Charge 6
2026-03-31T04:56:00Z,104,Charge 6
2026-03-31T04:57:00Z,110,Charge 6
2026-03-31T04:58:00Z,110,Charge 6
2026-03-31T04:59:00Z,145,Charge 6
2026-03-31T05:00:00Z,157,Charge 6
2026-03-31T05:01:00Z,127,Charge 6
2026-03-31T05:02:00Z,114,Charge 6
2026-03-31T05:03:00Z,109,Charge 6
2026-03-31T05:04:00Z,106,Charge 6
2026-03-31T05:05:00Z,92,Charge 6
2026-03-31T05:06:00Z,74,Charge 6
2026-03-31T05:07:00Z,58,Charge 6
2026-03-31T05:08:00Z,71,Charge 6
2026-03-31T05:09:00Z,97,Charge 6
2026-03-31T05:10:00Z,111,Charge 6
2026-03-31T05:11:00Z,112,Charge 6
2026-03-31T05:12:00Z,107,Charge 6
2026-03-31T05:13:00Z,141,Charge 6
2026-03-31T05:14:00Z,154,Charge 6
2026-03-31T05:15:00Z,75,Charge 6
2026-03-31T05:19:00Z,5,Charge 6
2026-03-31T05:21:00Z,10,Charge 6
2026-03-31T05:22:00Z,6,Charge 6
2026-03-31T05:23:00Z,11,Charge 6
2026-03-31T05:24:00Z,9,Charge 6
2026-03-31T05:25:00Z,11,Charge 6
2026-03-31T05:26:00Z,4,Charge 6
2026-03-31T05:27:00Z,25,Charge 6
2026-03-31T05:28:00Z,10,Charge 6
2026-03-31T05:29:00Z,6,Charge 6
2026-03-31T05:30:00Z,10,Charge 6
2026-03-31T05:32:00Z,17,Charge 6
2026-03-31T05:33:00Z,4,Charge 6
2026-03-31T05:35:00Z,21,Charge 6
2026-03-31T05:36:00Z,10,Charge 6
2026-03-31T05:37:00Z,10,Charge 6
2026-03-31T05:38:00Z,7,Charge 6
2026-03-31T05:47:00Z,7,Charge 6
2026-03-31T05:48:00Z,25,Charge 6
2026-03-31T05:49:00Z,18,Charge 6
2026-03-31T05:50:00Z,5,Charge 6
2026-03-31T06:08:00Z,16,Charge 6
2026-03-31T06:21:00Z,15,Charge 6
2026-03-31T06:22:00Z,11,Charge 6
2026-03-31T06:28:00Z,12,Charge 6
2026-03-31T06:29:00Z,52,Charge 6
2026-03-31T06:33:00Z,5,Charge 6
2026-03-31T06:36:00Z,18,Charge 6
2026-03-31T06:37:00Z,26,Charge 6
2026-03-31T06:38:00Z,34,Charge 6
2026-03-31T06:39:00Z,50,Charge 6
2026-03-31T06:40:00Z,38,Charge 6
2026-03-31T06:42:00Z,32,Charge 6
2026-03-31T06:43:00Z,12,Charge 6
2026-03-31T06:45:00Z,95,Charge 6
2026-03-31T06:46:00Z,5,Charge 6
2026-03-31T06:47:00Z,60,Charge 6
2026-03-31T06:48:00Z,63,Charge 6
2026-03-31T06:49:00Z,54,Charge 6
2026-03-31T06:50:00Z,68,Charge 6
2026-03-31T06:51:00Z,45,Charge 6
2026-03-31T06:52:00Z,80,Charge 6
2026-03-31T06:53:00Z,10,Charge 6
2026-03-31T06:54:00Z,61,Charge 6
2026-03-31T06:57:00Z,5,Charge 6
2026-03-31T06:58:00Z,24,Charge 6
2026-03-31T06:59:00Z,19,Charge 6
2026-03-31T07:00:00Z,57,Charge 6
2026-03-31T07:01:00Z,68,Charge 6
2026-03-31T07:02:00Z,63,Charge 6
2026-03-31T07:03:00Z,63,Charge 6
2026-03-31T07:04:00Z,12,Charge 6
2026-03-31T07:24:00Z,7,Charge 6
2026-03-31T07:27:00Z,59,Charge 6
2026-03-31T07:28:00Z,28,Charge 6
2026-03-31T07:29:00Z,64,Charge 6
2026-03-31T07:30:00Z,84,Charge 6
2026-03-31T07:31:00Z,81,Charge 6
2026-03-31T07:32:00Z,83,Charge 6
2026-03-31T07:33:00Z,38,Charge 6
2026-03-31T07:34:00Z,31,Charge 6
2026-03-31T07:35:00Z,22,Charge 6
2026-03-31T07:36:00Z,27,Charge 6
2026-03-31T08:01:00Z,4,Charge 6
2026-03-31T08:07:00Z,10,Charge 6
2026-03-31T08:22:00Z,7,Charge 6
2026-03-31T08:38:00Z,10,Charge 6
2026-03-31T08:59:00Z,11,Charge 6
2026-03-31T09:25:00Z,40,Charge 6
2026-03-31T09:26:00Z,23,Charge 6
2026-03-31T09:27:00Z,42,Charge 6
2026-03-31T09:28:00Z,20,Charge 6
2026-03-31T09:37:00Z,8,Charge 6
2026-03-31T09:38:00Z,19,Charge 6
2026-03-31T09:39:00Z,17,Charge 6
2026-03-31T09:40:00Z,16,Charge 6
2026-03-31T09:41:00Z,34,Charge 6
2026-03-31T10:03:00Z,26,Charge 6
2026-03-31T10:04:00Z,18,Charge 6
2026-03-31T10:11:00Z,6,Charge 6
2026-03-31T10:14:00Z,11,Charge 6
2026-03-31T10:15:00Z,38,Charge 6
2026-03-31T10:16:00Z,54,Charge 6
2026-03-31T10:17:00Z,89,Charge 6
2026-03-31T10:18:00Z,73,Charge 6
2026-03-31T10:19:00Z,18,Charge 6
2026-03-31T10:20:00Z,66,Charge 6
2026-03-31T10:21:00Z,69,Charge 6
2026-03-31T10:22:00Z,41,Charge 6
2026-03-31T10:23:00Z,66,Charge 6
2026-03-31T10:24:00Z,43,Charge 6
2026-03-31T10:25:00Z,27,Charge 6
2026-03-31T10:26:00Z,35,Charge 6
2026-03-31T10:27:00Z,79,Charge 6
2026-03-31T10:28:00Z,67,Charge 6
2026-03-31T10:29:00Z,1,Charge 6
2026-03-31T11:01:00Z,6,Charge 6
2026-03-31T11:02:00Z,7,Charge 6
2026-03-31T11:08:00Z,15,Charge 6
2026-03-31T11:09:00Z,21,Charge 6
2026-03-31T11:10:00Z,44,Charge 6
2026-03-31T11:13:00Z,22,Charge 6
2026-03-31T11:14:00Z,37,Charge 6
2026-03-31T11:15:00Z,15,Charge 6
2026-03-31T11:16:00Z,28,Charge 6
2026-03-31T11:21:00Z,21,Charge 6
2026-03-31T11:22:00Z,17,Charge 6
2026-03-31T11:23:00Z,9,Charge 6
2026-03-31T11:24:00Z,26,Charge 6
2026-03-31T11:25:00Z,13,Charge 6
2026-03-31T11:27:00Z,16,Charge 6
2026-03-31T11:28:00Z,27,Charge 6
2026-03-31T11:29:00Z,11,Charge 6
2026-03-31T11:30:00Z,17,Charge 6
2026-03-31T11:33:00Z,13,Charge 6
2026-03-31T11:35:00Z,20,Charge 6
2026-03-31T11:37:00Z,11,Charge 6
2026-03-31T11:49:00Z,8,Charge 6
2026-03-31T11:50:00Z,37,Charge 6
2026-03-31T11:52:00Z,12,Charge 6
2026-03-31T11:54:00Z,13,Charge 6
2026-03-31T11:56:00Z,25,Charge 6
2026-03-31T11:57:00Z,24,Charge 6
2026-03-31T12:00:00Z,22,Charge 6
2026-03-31T12:01:00Z,5,Charge 6
2026-03-31T12:06:00Z,13,Charge 6
2026-03-31T12:07:00Z,15,Charge 6
2026-03-31T12:08:00Z,17,Charge 6
2026-03-31T12:09:00Z,18,Charge 6
2026-03-31T12:10:00Z,36,Charge 6
2026-03-31T12:11:00Z,26,Charge 6
2026-03-31T12:12:00Z,25,Charge 6
2026-03-31T12:13:00Z,17,Charge 6
2026-03-31T12:15:00Z,17,Charge 6
2026-03-31T12:16:00Z,7,Charge 6
2026-03-31T12:22:00Z,19,Charge 6
2026-03-31T12:23:00Z,14,Charge 6
2026-03-31T12:24:00Z,14,Charge 6
2026-03-31T13:03:00Z,6,Charge 6
2026-03-31T13:08:00Z,15,Charge 6
2026-03-31T13:25:00Z,18,Charge 6
2026-03-31T13:26:00Z,13,Charge 6
2026-03-31T14:17:00Z,11,Charge 6
2026-03-31T14:18:00Z,20,Charge 6
2026-03-31T14:19:00Z,51,Charge 6
2026-03-31T14:20:00Z,40,Charge 6
2026-03-31T14:21:00Z,35,Charge 6
2026-03-31T14:23:00Z,25,Charge 6
2026-03-31T14:24:00Z,36,Charge 6
2026-03-31T14:25:00Z,14,Charge 6
2026-03-31T14:27:00Z,24,Charge 6
2026-03-31T14:28:00Z,27,Charge 6
2026-03-31T14:31:00Z,14,Charge 6
2026-03-31T14:33:00Z,17,Charge 6
2026-03-31T14:34:00Z,17,Charge 6
2026-03-31T14:35:00Z,33,Charge 6
2026-03-31T14:36:00Z,18,Charge 6
2026-03-31T14:37:00Z,39,Charge 6
2026-03-31T14:38:00Z,8,Charge 6
2026-03-31T14:41:00Z,15,Charge 6
2026-03-31T14:42:00Z,28,Charge 6
2026-03-31T14:43:00Z,25,Charge 6
2026-03-31T14:44:00Z,46,Charge 6
2026-03-31T14:45:00Z,45,Charge 6
2026-03-31T14:46:00Z,14,Charge 6
2026-03-31T14:47:00Z,9,Charge 6
2026-03-31T14:48:00Z,23,Charge 6
2026-03-31T14:49:00Z,58,Charge 6
2026-03-31T14:50:00Z,52,Charge 6
2026-03-31T14:51:00Z,10,Charge 6
2026-03-31T14:55:00Z,8,Charge 6
2026-03-31T14:56:00Z,11,Charge 6
2026-03-31T14:57:00Z,30,Charge 6
2026-03-31T14:58:00Z,23,Charge 6
2026-03-31T14:59:00Z,7,Charge 6
2026-03-31T15:00:00Z,24,Charge 6
2026-03-31T15:01:00Z,8,Charge 6
2026-03-31T15:02:00Z,11,Charge 6
2026-03-31T15:03:00Z,74,Charge 6
2026-03-31T15:06:00Z,9,Charge 6
2026-03-31T15:07:00Z,55,Charge 6
2026-03-31T15:08:00Z,53,Charge 6
2026-03-31T15:09:00Z,26,Charge 6
2026-03-31T15:10:00Z,7,Charge 6
2026-03-31T15:16:00Z,66,Charge 6
2026-03-31T15:25:00Z,17,Charge 6
2026-03-31T15:26:00Z,12,Charge 6
2026-03-31T15:27:00Z,29,Charge 6
2026-03-31T15:28:00Z,36,Charge 6
2026-03-31T15:57:00Z,18,Charge 6
2026-03-31T15:58:00Z,16,Charge 6
2026-03-31T15:59:00Z,8,Charge 6
2026-03-31T16:00:00Z,29,Charge 6
2026-03-31T16:02:00Z,32,Charge 6
2026-03-31T16:06:00Z,9,Charge 6
2026-03-31T16:08:00Z,8,Charge 6
2026-03-31T16:20:00Z,17,Charge 6
2026-03-31T17:52:00Z,25,Charge 6
2026-03-31T17:53:00Z,10,Charge 6
2026-03-31T17:54:00Z,11,Charge 6
2026-03-31T17:55:00Z,24,Charge 6
2026-03-31T17:56:00Z,42,Charge 6
2026-03-31T18:32:00Z,25,Charge 6
2026-03-31T18:33:00Z,14,Charge 6
2026-03-31T18:56:00Z,18,Charge 6
2026-03-31T18:58:00Z,20,Charge 6
2026-03-31T18:59:00Z,16,Charge 6
2026-03-31T21:06:00Z,8,Charge 6
2026-03-31T21:07:00Z,7,Charge 6
2026-03-31T21:08:00Z,2,Charge 6
2026-03-31T22:14:00Z,11,Charge 6
2026-03-31T22:15:00Z,19,Charge 6
